NomProduits;Année;Mois;QuantitéCommandé;MontantCommandé
Cardiurine cp B/30;2023;2;11;27?677
Cefolac 200mg cp pell b/8;2023;5;11;27?751
Miorel 4mg gelule B/12;2023;1;11;27?779
Dynapar gel;2023;4;30;27?800
Cipromed TZ cp B/10;2023;5;21;27?804
Zing sirop;2023;1;17;27?813
Dynapar gel;2023;2;30;27?840
Dynapar gel;2023;6;30;27?900
Apramol 1g eff;2023;2;35;27?910
Richfer sp;2023;5;11;27?951
Vermox 500mg cp B/1;2023;7;33;27?951
Vitavit sp FL/100ml;2023;5;17;27?972
Aldomet 500mg cp B/30;2023;5;10;28?030
Duphalac sachet B/20;2023;4;15;28?058
Zocin sp 15ml;2023;7;11;28?065
Appetine 2mg/5ml Fl/100ml;2023;4;40;28?070
Saforelle sol fl/250/2;2023;7;10;28?070
Saforelle sol fl/250/2;2023;6;10;28?070
Nido 1+ croiss lait  pdre 13003 ans b/400g;2023;6;12;28?080
Nido 1+ croiss lait  pdre 13003 ans b/400g;2023;4;12;28?080
Nido 1+ croiss lait  pdre 13003 ans b/400g;2023;9;12;28?080
Prï¿½servatif presa;2023;2;72;28?092
Normet 200mg cp B/10;2023;9;13;28?096
Normet 200mg cp B/10;2023;1;13;28?097
Genforte sp;2023;9;35;28?100
Tensoplast 10cmx/2.5m;2023;9;50;28?100
Diclo pharma5 100mg suppo b/10;2023;1;20;28?145
Mentho valda b/12;2023;1;301;28?151
Flustaph 250 sp ;2023;7;20;28?160
Aldomet 500mg cp B/30;2023;1;10;28?170
Polygynax ovule B/12;2023;8;17;28?242
Mediclav 1000mg/125mg sht 12;2023;2;11;28?269
Pinkoo sp Fl/120ml;2023;1;32;28?271
Flustaph 500 cp b/12 ;2023;4;15;28?275
Diprosone 0,05% creme T/30g;2023;1;14;28?276
Diprosone 0,05% pdeT/30g;2023;4;14;28?286
Tothema amp B/20;2023;2;10;28?310
Forza cereales alimentaires paquet/24;2023;2;24;28?320
Troynoxa 40;2023;2;15;28?415
Alpraz 0,5 mg cp B/28;2023;8;20;28?440
Cyteal sol mouss Fl/250ml;2023;4;20;28?480
Spasfon Lyoc 80mg B/10 sans sucre ;2023;5;17;28?536
Peptex 250mg/250mgsup buv f/200ml;2023;5;21;28?546
Spasmo300apotel cp;2023;6;17;28?560
Almax forte sachet;2023;3;10;28?562
Helmintox 250mg cp B/3;2023;6;25;28?575
Roipar plus cp effe b/16;2023;1;34;28?594
Ferfoltone gelu B/30;2023;1;43;28?598
Moxiflox gh 400mg b/10;2023;1;13;28?599
Metformin denk 500mg BL/3x10;2023;7;42;28?602
Fixim sp;2023;1;11;28?634
Cyteal sol mouss Fl/250ml;2023;8;20;28?650
Deslora denk;2023;9;10;28?670
Deslora denk;2023;8;10;28?700
Deslora denk;2023;4;10;28?720
Serum glucose 5% kabipac;2023;7;40;28?720
Diclowal 100mg suppo B/10;2023;5;17;28?781
Appetine 2mg/5ml Fl/100ml;2023;2;41;28?802
Tres orix sp Fl/250ml;2023;5;10;28?810
NaN optipro 3  b/400g;2023;6;12;28?824
Naturex sp 100ml;2023;4;25;28?825
Biofar Multi/ 12 vitamine cp effer B/20 sans sucre;2023;3;14;28?842
Serum sale isotonique PNA;2023;1;39;28?845
Dacryoserum sol oculaire unidose/20;2023;5;14;28?853
Dermobacter sol mouss derm Fl/300ml;2023;3;14;28?896
Prenatal denk;2023;9;12;28?916
Naabak cy 5ml;2023;4;13;28?974
Flub sup buv 30ml;2023;3;30;29?060
Tiorfan 10mg;2023;8;10;29?150
Fludol sp f/120ml;2023;4;17;29?160
Mag 2 amp buv 10ml B/30 sans sucre;2023;3;10;29?180
Bactoclav 1000mg cp;2023;2;11;29?183
Crocip tz cpr 20mg b/10;2023;7;10;29?198
Efferalgan codeine cp eff B/16 sans sucre;2023;3;21;29?204
Mentho valda t/30;2023;1;50;29?210
Mag 2 amp buv 10ml B/30 sans sucre;2023;6;10;29?220
Kiss gold confort max ;2023;6;72;29?255
Diclo pharma5 100mg suppo b/10;2023;9;20;29?260
NaN confort 2 lait pdre b/400g;2023;4;12;29?292
Genes vit plus  cp eff B/12 sans sucre;2023;9;14;29?383
Myoxeril cp b/20;2023;1;11;29?436
Gynomax ovule B/12;2023;6;9;29?475
Gynomax ovule B/12;2023;9;9;29?485
Sensodyne soins complets;2023;5;16;29?570
Megamylase alpha sp Fl/250ml;2023;9;20;29?580
Vermox 500mg cp B/1;2023;1;35;29?620
Tracedol 37.5mg/325mg  cpr eff b/16;2023;5;11;29?630
Aclav 100/12.5 buv fl/30ml;2023;1;19;29?651
Roipar plus cp effe b/16;2023;2;28;29?654
Magnoral amp buv 10ml B/20;2023;1;14;29?659
Richfer gï¿½lules;2023;1;17;29?709
Klipal 600 cp;2023;1;26;29?714
Dynapar gel;2023;1;32;29?718
Lasilix 40mg cp B/30;2023;6;17;29?718
Haldol 2mg/mlsol buv f/30ml;2023;3;20;29?750
Raldol cp;2023;3;40;29?750
Catgut 3/0;2023;9;120;29?760
Fructines vichy 5mg cp ;2023;5;24;29?760
Tardyferon B9 cp B/30;2023;9;35;29?850
Tensoplast 10cmx/2.5m;2023;1;51;29?869
Alpraz 0,5 mg cp B/28;2023;1;21;29?880
Till sol mouss Fl/200ml;2023;2;25;29?900
Fansidar cp B/3;2023;7;40;29?920
Flagyl 125ml/5ml sup buv /120ml;2023;7;18;29?966
Uvesterol ADEC sol buvable FL/10ml;2023;3;25;29?980
Klipal 300 cp;2023;4;30;30?000
Paracetamol kabi 10mg/ml perf f/100ml;2023;4;20;30?000
Flagyl 500mg cp B/14;2023;9;20;30?060
Dicynone 500mg cp B/20 sans sucre;2023;3;11;30?065
Flucon cy T/3ml;2023;4;34;30?080
Spasmo300apotel cp;2023;9;23;30?094
Richfer sp;2023;1;12;30?126
Immard 200 cp B/30;2023;3;10;30?140
Septyl BB fl/200ml;2023;1;25;30?143
Ultrafen300P 100mg/500mg cp b/30;2023;4;10;30?150
Apramol 500mg cp eff B/16;2023;7;40;30?160
Betadine jaune sol dermique Fl/125ml;2023;1;31;30?201
Parol cp;2023;7;56;30?221
Cefolac 200mg cp pell b/8;2023;9;12;30?231
Normix cp;2023;2;9;30?240
Normet 200mg cp B/10;2023;4;14;30?261
Cefolac 200mg cp pell b/8;2023;8;12;30?274
Miorel 4mg gelule B/12;2023;8;12;30?289
Diprostene inj B/1 ser pre300remplie de  1 ml;2023;1;10;30?320
Aspirin cardio cp gastro resist bte/30;2023;8;25;30?385
Tres orix sp Fl/100ml;2023;3;20;30?429
Aspirin cardio cp gastro resist bte/30;2023;4;25;30?475
Tres orix sp Fl/100ml;2023;5;20;30?500
Ibuprofen GH cp b/10x10;2023;5;80;30?520
Sitrus sr comprimï¿½s;2023;9;14;30?529
Dipara B/10 cp;2023;7;71;30?581
Cofantrine ad 80/400mg cp bt/6;2023;2;18;30?613
Oroken 40mg sp enf/NN  80 doses/kg Fl40ml;2023;5;10;30?723
Roipar plus cp effe b/16;2023;5;29;30?728
Flustaph 500 cp b/24 ;2023;7;9;30?742
Flustaph 500 cp b/24 ;2023;6;9;30?753
Lutenyl cp B/10;2023;5;10;30?780
Rinogrip sachet;2023;2;25;30?840
Compresse 40x40;2023;6;29;30?943
Primalan sp FI/60ml;2023;2;25;30?975
Spasmotroy 80 cp;2023;4;17;31?003
Spasmotroy 80 cp;2023;5;17;31?008
Moustiquaire rectangulaire;2023;7;10;31?050
CAC 1000 orange cp eff B/10;2023;3;25;31?055
Efferalgan 250mg  sachet B/12;2023;7;40;31?080
CAC 1000 orange cp eff B/10;2023;2;25;31?085
Imox 500mg cp;2023;1;25;31?127
Prï¿½dni 20mg cooper cp b/20;2023;2;15;31?180
;2023;7;20;31?187
Flub sup buv 30ml;2023;4;35;31?195
Largactil cp B/30;2023;5;20;31?196
Panalgic  cp eff B/16;2023;1;40;31?240
Vermox 500mg cp B/1;2023;4;37;31?242
Biofar ACE selemenium zinc vit B9 B6 cp B/20;2023;5;16;31?264
Fixim sp;2023;4;12;31?284
Alpraz 0,5 mg cp B/28;2023;2;22;31?308
Fixim 200 cp;2023;2;19;31?326
Tensoplast 10cmx/2.5m;2023;5;55;31?350
Carben 500 cp B/1;2023;6;40;31?360
Artrime gh 80mg/400mg cp bte 6;2023;8;12;31?378
Ovumix ;2023;9;15;31?415
Polyfresh coll;2023;1;13;31?421
Mycoster 1% creme T/30gr;2023;3;12;31?449
Positon creme T/30g;2023;9;17;31?457
Primalan 10mg cp B/14;2023;7;10;31?465
Rinomicine sachets;2023;6;25;31?500
Flagyl 500mg cp B/14;2023;2;21;31?521
Azicure 250 cp;2023;5;12;31?536
Vogalene sp FL/150ml;2023;9;17;31?537
Neuclav 250/31,25 sach 16;2023;8;12;31?570
Ibuprofen 400mg denk plag/10x10 cp;2023;4;100;31?600
Azient 500cp b/3;2023;8;12;31?608
Tres orix sp Fl/250ml;2023;9;11;31?668
Gensil sp;2023;4;20;31?680
NaN optipro 1 b/400g;2023;8;12;31?680
Exofene pdre Fl/160g;2023;8;20;31?700
Genforte cp b/10x10;2023;2;52;31?718
Spasmo300apotel cp;2023;4;15;31?740
Phenergan 25mg cp B/20;2023;7;72;31?752
Aerius sp 0,5mg/ml Fl/60ml;2023;2;12;31?771
Maximag amp buv B/30;2023;6;10;31?800
Esomecro 40mg b/30;2023;7;12;31?878
Ferro denk;2023;2;9;31?901
Desloratadine gh;2023;5;16;31?910
Saforelle sol fl/250ml;2023;2;20;31?920
Caille300Lait brun cp B/30;2023;7;30;31?945
Diblong capsule b/2;2023;2;12;31?956
Cotrimoxazole ubi 400mg cpr 100bl10;2023;9;200;32?000
Drill rhume cp;2023;9;25;32?090
Visceralgine sp FL/150ml ;2023;3;29;32?094
Verzol cp B/1;2023;6;50;32?130
Flub 100mg gel b/6;2023;7;28;32?166
Fuclo 250 sp;2023;7;12;32?220
Saforelle sol fl/250ml;2023;3;20;32?340
Colestop 10 cp;2023;4;13;32?342
Indocollyre cy 5ml;2023;6;15;32?370
Salvatis poudre;2023;8;30;32?370
Gants steriles 7.5;2023;2;100;32?400
Dicloced collyre ;2023;3;10;32?479
Gripex lemon sht b/10;2023;3;20;32?555
Tetavax;2023;9;10;32?620
Tanganil 500mg cp B/30;2023;5;12;32?632
Bande de gaze 3x10;2023;8;20;32?640
;2023;5;17;32?674
Orofer gelules;2023;4;21;32?690
Volini gel T/30g;2023;1;41;32?699
Maxilase 200 UI sp Fl/125ml;2023;4;20;32?700
Trimetabol sp FL/150ml;2023;5;15;32?725
Daktarin 2% gel buccal T/40g;2023;1;12;32?768
Spasmotroy 80 cp;2023;1;18;32?794
Dicynone 500mg cp B/20 sans sucre;2023;4;12;32?806
Irex 12 cp B/30 sans sucre;2023;3;25;32?825
Norvel 72 cp;2023;3;25;32?845
Litacold bebe vaporub;2023;7;16;32?880
Dynapar EC cp b/10x10;2023;9;100;32?900
Anginovag 10 ml are sol;2023;4;16;32?923
Salbutus sp FL/200ml;2023;2;25;32?949
Cyteal sol mouss Fl/250ml;2023;5;23;32?954
Normet sp Fl/30ml;2023;9;25;32?970
Fixim 200 cp;2023;9;20;32?980
Antinorex sp 2mg/5ml Fl/125 ml sans sucre;2023;3;35;32?985
Mayana creme jour et nuit;2023;4;10;32?990
Gants labell non steriles;2023;2;1?000;33?000
Gants labell non steriles;2023;8;1?000;33?000
CAC 1000 orange cp eff B/10;2023;6;25;33?010
Gestarelle G cp B/30;2023;5;14;33?012
Azibact 500 cp;2023;4;10;33?020
Panadol extra advance 500/65mg cp b/14;2023;5;36;33?084
Glucophage 850mg cp B/30;2023;6;16;33?088
Cefexol 400mg cp;2023;5;10;33?100
Septimyl chlorhex srp 100ml;2023;5;12;33?144
Septimyl chlorhex srp 100ml;2023;9;12;33?156
Moustiquaire rectangulaire;2023;5;10;33?160
Richfer gï¿½lules;2023;3;19;33?164
Ibuprofen 400mg Ubigen b/10x10 ;2023;2;200;33?200
Fervex AD sach B/8;2023;2;20;33?290
Upsa300 C cp eff B/10;2023;9;50;33?290
Fervex AD sach B/8;2023;6;20;33?320
Prï¿½dni 20mg cooper cp b/20;2023;5;16;33?328
Distem cp cp;2023;6;10;33?340
Distem cp cp;2023;9;10;33?345
Distem cp cp;2023;8;10;33?360
Vitapetine sp FL/125ml;2023;1;14;33?361
Voltarene emulgel 1% T/50g;2023;3;25;33?410
Zamox 1000mg sach b/12;2023;7;10;33?432
Upsa300 C cp eff B/10;2023;3;50;33?435
Ospen 1000000UI cp B/12;2023;1;18;33?468
Nozinan 100mg cp B/20;2023;6;10;33?480
Ovumix ;2023;3;16;33?527
Spasmo300apotel cp;2023;3;20;33?580
Macromax 500mg  cp b/3;2023;2;9;33?597
Sensodyne soins complets;2023;8;12;33?612
Ramithiazide 10/12.5 cp;2023;3;12;33?624
Cefexol 400mg cp;2023;4;10;33?630
Saforelle sol fl/250ml;2023;5;21;33?837
Boncipro 500mg cp B/20;2023;1;11;33?885
Trofocard max 243mg gr sol buv stick/12;2023;2;9;33?917
Guigoz1;2023;6;17;33?932
Boncipro 500mg cp B/20;2023;5;11;34?061
Zocin sp 15ml;2023;4;13;34?101
Sussli sucre;2023;2;24;34?128
Flustaph 500 cp b/24 ;2023;3;10;34?135
No300Spa forte B/20 cp;2023;5;15;34?151
Tardyferon 80mg cp B/30;2023;9;70;34?220
Dologan denk cp;2023;8;13;34?248
Correctol cy 10ml ;2023;7;52;34?258
Helmintox 250mg cp B/3;2023;4;30;34?270
Helmintox 250mg cp B/3;2023;5;30;34?270
Klipal 600 cp;2023;7;30;34?290
Almax forte sachet;2023;5;12;34?300
Lipikar savon 150g;2023;5;10;34?310
Azient 500cp b/3;2023;5;13;34?314
Diclo denk 100mg R plaq au detail;2023;4;50;34?350
Aerius sp 0,5mg/ml Fl/60ml;2023;3;13;34?383
Catheter G20  bleu ;2023;1;100;34?400
Flub 100mg gel b/6;2023;6;30;34?410
Lipikar savon 150g;2023;2;10;34?435
Hypafix 10x10;2023;5;11;34?530
Revital gel B/30 sans sucre ;2023;8;11;34?542
Desyrel susp buv fl/200ml;2023;2;20;34?555
Prï¿½NaN ;2023;7;10;34?560
Duphaston cp B/10;2023;3;21;34?599
Desyrel susp buv fl/200ml;2023;6;20;34?600
Fixim 200 cp;2023;5;21;34?625
Alfamox 250mg/5ml pdre susp f/125ml;2023;8;20;34?720
Cotrimoxazole ubi 400mg cpr 100bl10;2023;8;300;34?800
Ibuprofen 400mg Ubigen b/10x10 ;2023;4;200;34?800
Antinorex sp 2mg/5ml Fl/125 ml sans sucre;2023;1;37;34?810
Richfer gï¿½lules;2023;9;20;34?855
Catheter G22 bleu ;2023;9;100;34?900
Vifex sp FL/100ml;2023;2;30;34?910
Securil 1plaq B/28 cp ;2023;7;142;34?922
Voltarene emulgel 1% T/50g;2023;4;26;34?924
Dolex 75 cp;2023;7;16;34?944
Richfer gï¿½lules;2023;5;20;34?960
Spirex plus 1.5MUI/250 cpr b/20;2023;7;11;34?976
Aclav 100/12.5 buv f/60ml;2023;9;15;35?000
Aclav 100/12.5 buv f/60ml;2023;8;15;35?000
Bibactin 240mg sp Fl/100ml;2023;9;40;35?020
Rolicin 500mg cp;2023;4;20;35?045
Vifex sp FL/100ml;2023;4;30;35?070
Zing sirop;2023;7;17;35?081
Carben 500 cp B/1;2023;2;45;35?085
Appetine 2mg/5ml Fl/100ml;2023;6;50;35?150
Rolicin 500mg cp;2023;1;20;35?175
Vogalene sp FL/150ml;2023;2;19;35?189
C300Tri 1g B/amp;2023;7;20;35?190
Panadol sp Fl/100ml ;2023;6;45;35?190
Rolicin 500mg cp;2023;9;20;35?280
Carben 500 cp B/1;2023;5;45;35?305
Chibroxine 0,3% cy Fl/5ml;2023;1;18;35?306
Ciprozole forte cp B/10;2023;2;10;35?364
Litacold spray nasal bb fl/50ml;2023;3;16;35?408
Amoxi denk 1000mg cp b/10;2023;4;20;35?440
Vermox 500mg cp B/1;2023;5;42;35?547
Pectogen sirop;2023;8;34;35?564
Ovumix ;2023;5;17;35?570
Betadine bleue sol gyneco Fl/125ml;2023;7;41;35?573
Omiz 20 b/28;2023;4;10;35?580
Wormin 100mg susp f/30ml;2023;2;30;35?580
Wormin 100mg susp f/30ml;2023;9;30;35?590
Wormin 100mg susp f/30ml;2023;8;30;35?590
Wormin 100mg susp f/30ml;2023;5;30;35?600
Boncipro gtte;2023;9;27;35?623
Bekracine cp 200mg b/10;2023;9;9;35?646
Melocam 7.5 ;2023;1;10;35?650
Doliprane 1000 mg cp eff B/8 sans sucre;2023;9;45;35?655
Salbutamol arrow 2.5mg/2.5mgso inh b/60;2023;1;16;35?704
Artane 5mg cp B/20;2023;7;40;35?720
Maalox stick 4.3ml bte 20;2023;4;17;35?725
Apramol 1g eff;2023;4;45;35?730
Cipromed TZ cp B/10;2023;9;27;35?748
Maalox stick 4.3ml bte 20;2023;2;17;35?814
Dynapar qps 4% sol ext fl/30ML;2023;7;9;35?861
Alvityl vitalite cpr b/40;2023;5;14;35?880
Coton codex hydro labell 100g;2023;4;20;35?880
Apramol 1g eff;2023;5;45;35?885
Guigoz1;2023;7;18;35?928
Cotipred 20 cp;2023;9;10;35?970
Primalac 2;2023;2;9;36?000
Magnoral amp buv 10ml B/20;2023;7;17;36?074
Spasfon cp B/30;2023;1;25;36?100
Aclav 500 sach b/12 ;2023;8;12;36?130
Elle test ;2023;6;40;36?160
Elle test ;2023;4;40;36?240
Ospamox 250mg sp Fl/60ml;2023;7;50;36?250
Duphaston cp B/10;2023;5;22;36?339
Fezomin C cp B/30;2023;6;35;36?380
Escodyne cpeff  B/10;2023;4;29;36?389
Efferalgan 500mg  cp eff B/16;2023;9;40;36?400
Litamol 500mg eff b/80;2023;1;174;36?412
Aspirin cardio cp gastro resist bte/30;2023;2;30;36?415
Zocin 500mg cp;2023;4;17;36?480
Bi orangin 1.5MUI/250mg cp pel b/16;2023;7;9;36?531
Apramol 1g eff;2023;1;46;36?592
Fervex AD sach B/8;2023;4;22;36?592
Mediclav 500mg/62.5mg sht b/12;2023;9;17;36?609
Elle test ;2023;3;41;36?623
Indocollyre cy 5ml;2023;2;17;36?642
Secuvit sp f/250ml;2023;2;18;36?645
Apetamin sirop;2023;5;21;36?659
Indocollyre cy 5ml;2023;1;17;36?662
Tensoplast 6HB/2.5m;2023;1;90;36?693
Fercefol cp B/30;2023;6;40;36?695
Peptex 250mg/250mgsup buv f/200ml;2023;3;27;36?748
Aspegic 100mg B/20 sachet;2023;2;41;36?788
Crocip tz cpr 20mg b/10;2023;8;10;36?830
Aclav 100/12.5 buv fl/30ml;2023;6;20;36?880
Nucleo CMP forte cp B/30 sans sucre;2023;4;9;36?951
Lutenyl cp B/10;2023;2;12;36?966
Alben cp B/1;2023;2;40;36?970
Spasmo300apotel cp;2023;2;22;36?972
Phartrim ad 400mg/80mg cp b/20;2023;7;60;37?010
Alben cp B/1;2023;5;40;37?050
Sitrus sr comprimï¿½s;2023;1;17;37?072
Fluca collyre;2023;4;14;37?104
Visceralgine sp FL/150ml ;2023;1;33;37?114
Rabemac cp;2023;7;10;37?120
Dacryoserum sol oculaire unidose/20;2023;4;18;37?124
Ibex B/24 cp;2023;3;50;37?130
Marimer baby sol nasal isotoniq spr fl/100ml;2023;2;14;37?142
Prï¿½servatif presa;2023;8;70;37?150
Baneocin pde tbe 20g;2023;1;35;37?200
Baneocin pde tbe 20g;2023;3;35;37?215
Haldol 2mg/mlsol buv f/30ml;2023;2;25;37?255
Antalgex T;2023;2;30;37?280
Antalgex T;2023;3;30;37?310
Macromax 500mg  cp b/3;2023;5;10;37?335
Hemafer cp a croquer;2023;1;10;37?413
Nido 1+ croiss lait  pdre 13003 ans b/400g;2023;2;16;37?440
Ibex B/24 cp;2023;9;50;37?480
Duphalac sachet B/20;2023;1;20;37?489
Ibex B/24 cp;2023;4;50;37?500
Advilmed sp ped f/200ml;2023;5;20;37?550
Flagyl 500mg cp B/14;2023;6;25;37?575
Flagyl 500mg cp B/14;2023;4;25;37?575
Rinomicine sachets;2023;4;30;37?600
Antinorex sp 2mg/5ml Fl/125 ml sans sucre;2023;5;40;37?680
Revital gel B/30 sans sucre ;2023;4;12;37?704
Doliprane 1g cp secs B/8 ;2023;6;50;37?750
Tardyferon 80mg cp B/30;2023;1;73;37?796
Fucidine 2% pde T/15gr;2023;9;25;37?835
Kinafon cp B/20;2023;1;31;37?837
Rinomicine sachets;2023;5;30;37?850
Lipikar savon 150g;2023;1;11;37?884
Miorel 4mg gelule B/12;2023;5;15;37?903
Multical plus;2023;3;15;37?930
Rabemac cp;2023;4;10;37?940
Alfamox 250mg/5ml pdre susp f/125ml;2023;3;22;37?975
CAC 1000cp eff B/10;2023;9;30;37?980
Soclav 500 sachets b/16;2023;5;10;37?980
Vermox 500mg cp B/1;2023;2;45;38?005
Nidazol 500mg cp B/20;2023;5;36;38?160
Alfamox 1g sachet;2023;9;15;38?220
Rinogrip sachet;2023;1;31;38?279
Acfol 5mg cp bte/25;2023;4;30;38?320
Dicynone 500mg cp B/20 sans sucre;2023;9;14;38?320
Norlevo 1,5mg cp B/1;2023;6;15;38?400
Prurex creme derm T/40g;2023;9;35;38?515
Restriva 500mg cp;2023;1;49;38?523
Collecteur d'urine labell 2l sach/1;2023;2;20;38?660
Oflomac cp;2023;7;11;38?867
Zocin sp 15ml;2023;2;15;38?894
Duphaston cp B/20;2023;6;10;38?900
Gripex lemon sht b/10;2023;7;24;39?030
Nido 1+ croiss lait pdre b/900g;2023;8;12;39?060
Rinogrip sans sucre;2023;4;20;39?100
Bande de gaze 10cmx4.5m b/12;2023;2;240;39?120
Febrilex plus cp plaq/4;2023;6;150;39?150
Paracetamol  ubigen /100x10;2023;4;700;39?200
Revitalose amp B/20;2023;1;12;39?209
Dolex 75 cp;2023;4;18;39?298
Mycoster 1% creme T/30gr;2023;7;15;39?321
Mycoster 1% creme T/30gr;2023;8;15;39?330
Nido 1+ croiss lait pdre b/900g;2023;7;13;39?355
Cyteal sol mouss Fl/500ml;2023;9;15;39?458
Prï¿½dni 20mg cooper cp b/20;2023;3;19;39?475
Cotipred 20 cp;2023;1;11;39?533
Tardyferon B9 cp B/30;2023;6;60;39?695
Genforte cp b/10x10;2023;1;65;39?715
Flotac 75mg cp;2023;7;9;39?768
Pyrantox sp FL/15ml;2023;3;30;39?780
Clomid 50mg cp B/5;2023;1;15;39?792
Antalgex T;2023;5;32;39?818
Omepral 20mg cp B/28;2023;4;9;39?834
Diclo denk 50mg cp bte /20;2023;7;60;39?840
Dynapar qps 4% sol ext fl/30ML;2023;1;10;39?855
Esomecro 40mg b/30;2023;8;15;39?894
Paracetamol  ubigen /100x10;2023;8;700;39?900
Genclav 1g/125mg pdre buv sach /16;2023;4;9;39?939
Oroken 40mg sp enf/NN  80 doses/kg Fl40ml;2023;4;13;39?941
Genclav 1g/125mg pdre buv sach /16;2023;2;9;39?943
Amlibon 10 mg cp B/30;2023;1;10;39?947
Distem cp cp;2023;4;12;39?992
Antadys 100mg cp B/15;2023;6;20;40?000
Miorel Ge inj amp B/2ml B/5;2023;9;15;40?125
Apetamin sirop;2023;6;23;40?135
Glucophage 500mg cp B/30;2023;7;50;40?150
Nozinan 100mg cp B/20;2023;8;12;40?179
Genset sp;2023;1;57;40?181
Rapidex 500/10/30,5mg cp b/80;2023;4;20;40?300
Fleming 1g/125mc cp B/16;2023;4;10;40?340
Megamylase 3000 cpr b/24;2023;3;11;40?390
Catheter G24 jaune;2023;8;100;40?400
Restriva amp detail;2023;3;125;40?500
Largactil cp B/30;2023;3;26;40?540
Gastricid cp b/50;2023;1;100;40?600
Gripex lemon sht b/10;2023;2;25;40?705
Carben 500 cp B/1;2023;4;52;40?738
Vifex sp FL/100ml;2023;3;35;40?755
Magnes active denk b/30;2023;4;11;40?865
Multical sht ;2023;1;10;41?110
Chericof sp Fl/100ml;2023;7;45;41?130
Biofar Multi/ 12 vitamine cp effer B/20 sans sucre;2023;9;28;41?188
Forza cereales alimentaires paquet/24;2023;1;52;41?200
Tardyferon 80mg cp B/30;2023;4;45;41?208
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;9;24;41?232
Fercefol cp B/30;2023;5;45;41?380
Dislep cp B/20;2023;9;10;41?570
Betadine bleue sol gyneco Fl/125ml;2023;3;48;41?588
Alben cp B/1;2023;9;45;41?665
Gentasol collyre;2023;7;62;41?726
Glucophage 850mg cp B/30;2023;9;20;41?740
Tardyferon B9 cp B/30;2023;1;59;41?778
Stimogene sp Fl/200ml;2023;6;25;42?000
Compresse 40x40;2023;1;50;42?054
Nido 1+ croiss lait  pdre 13003 ans b/400g;2023;5;18;42?120
Vifex sp FL/100ml;2023;6;36;42?156
Prenatal denk;2023;2;19;42?207
Copivitamin;2023;1;67;42?245
;2023;3;44;42?311
Salbutus sp FL/200ml;2023;1;32;42?322
Brustan sp FL/100ml;2023;7;52;42?328
Ulzocer cp;2023;2;12;42?375
;2023;8;26;42?377
Diclo pharma5 100mg suppo b/10;2023;6;30;42?420
Gestarelle G cp B/30;2023;8;18;42?444
Ulzocer cp;2023;5;12;42?456
Genforte cp b/10x10;2023;3;70;42?530
Betadine bleue sol gyneco Fl/125ml;2023;5;49;42?532
Tensoplast 6HB/2.5m;2023;8;100;42?550
Aspirin cardio cp gastro resist bte/30;2023;5;35;42?639
Genforte cp b/10x10;2023;5;70;42?820
Genforte cp b/10x10;2023;4;70;42?840
Amoxi denk 500mg;2023;1;27;42?887
Soclav 1g b/16 sachets;2023;9;10;42?890
Visceralgine 20mg suppo B/20;2023;1;39;42?915
Tardyferon 20mg/ml enf/ad sol buv f/90ml;2023;7;26;42?954
Salvatis poudre;2023;9;40;43?000
Rinogrip sachet;2023;9;35;43?020
Indocollyre cy 5ml;2023;3;20;43?050
Indocollyre cy 5ml;2023;4;20;43?060
Flagyl 125ml/5ml sup buv /120ml;2023;4;26;43?074
Rinogrip sachet;2023;4;35;43?200
Copivitamin;2023;2;69;43?223
Desyrel susp buv fl/200ml;2023;4;25;43?275
No300Spa forte B/20 cp;2023;4;19;43?306
Primalan sp FI/60ml;2023;3;35;43?315
Spasfon cp B/30;2023;4;30;43?320
NaN optipro 3  b/400g;2023;9;18;43?344
Upsa300 C cp eff B/10;2023;6;65;43?450
Nozinan 100mg cp B/20;2023;1;13;43?459
Ibuprofen 400mg Ubigen b/10x10 ;2023;6;250;43?500
Normet sp Fl/30ml;2023;1;33;43?510
Apramol 1g eff;2023;9;55;43?545
Appetine 2mg/5ml Fl/100ml;2023;5;62;43?596
Richfer gï¿½lules;2023;2;25;43?655
Curam 100mg sp enft Fl/60ml;2023;1;15;43?700
Wormin 500mg cp B/1;2023;7;126;43?722
Physiolac 1;2023;1;11;43?780
Zocin 500mg cp;2023;3;13;43?838
Rinomicine sachets;2023;3;35;43?840
Dynapar qps 4% sol ext fl/30ML;2023;4;11;43?845
Litacold sirop;2023;6;50;43?850
Zeben cp B/1;2023;1;100;43?900
Panadol extra advance 500/65mg cp b/14;2023;4;48;43?920
Vogalene 5mg suppo B/10;2023;7;60;43?920
Gripex lemon sht b/10;2023;4;27;43?950
Efferalgan 1g cp eff B/8;2023;2;52;43?978
Ovumix ;2023;2;21;43?981
Sterimar spray nasal;2023;1;27;44?156
Doliprane 300mg  sachet B/12;2023;7;53;44?174
Collyre bleue laiter faible cy;2023;8;40;44?200
Tanganil 500mg inj B/5 amp;2023;1;29;44?222
Ramithiazide 10/25 cp;2023;4;10;44?275
Biberon en verre fl/240ml caou caram;2023;1;13;44?344
Flustaph 500 cp b/24 ;2023;4;13;44?371
Nido 1+ croiss lait  pdre 13003 ans b/400g;2023;1;19;44?460
Flucon cy T/3ml;2023;5;50;44?470
Maximag amp buv B/30;2023;1;14;44?507
